代碼,公司名,
73061,全新群益78購01,
73064,康普群益78購01,
07306P,聯發科凱基7A售07,
73078,大立光元大78購04,
73079,京鼎元大78購02,
07307P,聯發科凱基7A售08,
73083,台積電永昌7A購01,
73084,大立光永昌7A購01,
73087,聯電台新78購03,
73088,台積電台新7A購01,
73089,聯發科台新78購03,
07308P,可成凱基7A售06,
73090,亞光台新78購02,
73091,欣興台新78購02,
73092,景碩台新78購02,
73098,東聯麥證78購01,
73099,聯電麥證7A購01,
07309P,可成凱基7A售07,
73100,華通麥證78購01,
73101,台積電麥證78購02,
73102,台積電麥證78購03,
73103,微星麥證7A購01,
73104,南亞科麥證78購01,
73105,友達麥證78購01,
73106,建準麥證78購01,
07310P,可成凱基7A售08,
73110,華新科麥證78購01,
73111,長榮麥證78購01,
73112,群創麥證7A購01,
73113,臻鼎麥證78購01,
73114,中租麥證78購01,
73115,T50反1兆豐7B購02,
73116,儒鴻兆豐78購02,
07311P,旺宏中信7A售01,
73120,鴻海兆豐81購01,
73121,智邦兆豐78購02,
73123,南亞科兆豐78購02,
73124,全新兆豐78購01,
73125,新光金兆豐81購01,
73127,亞光兆豐78購02,
73128,禾伸堂兆豐78購01,
07312P,臺股指中信7A售13,
73130,台勝科兆豐78購01,
07313P,宏達電兆豐7A售02,
73140,臺指反統一78購01,
73141,元金2X統一78購01,
73146,亞光統一7A購01,
73147,台郡統一78購01,
07314P,國巨統一81售01,
07315P,神基康和7A售03,
73161,寶滬深第一7A購01,
07316P,創意元大7A售03,
73172,台郡元大78購01,
07317P,GIS元大7A售01,
73181,開發金群益7A購01,
73183,玉晶光群益78購02,
73186,南亞麥證78購01,
73187,華新麥證78購01,
73188,葡萄王麥證78購01,
73189,光寶科麥證78購01,
07318P,旺宏群益7B售03,
73190,仁寶麥證78購01,
73191,智邦麥證78購01,
73192,英業達麥證78購01,
73193,致茂麥證78購01,
73194,技嘉麥證78購01,
73195,瑞昱麥證78購01,
73196,京元電麥證78購01,
73197,華航麥證78購01,
73198,長榮航麥證78購01,
73199,富邦金麥證78購01,
07319P,緯創凱基7A售03,
73200,潤泰全麥證78購01,
73201,亞光麥證78購01,
73202,欣興麥證7A購01,
73203,貿聯麥證78購01,
73204,鎧勝麥證78購01,
73205,南茂麥證78購01,
07320P,上銀元大7A售05,
73210,友達富邦78購01,
73211,元石油統一7A購01,
73212,聯電統一78購01,
73214,和碩統一78購01,
73215,中租統一7A購01,
73218,FBVIX台新7A購02,
73219,美指2X台新78購01,
07321P,國巨元大7A售04,
73220,智伸科台新7A購01,
07322P,國巨元大7A售05,
73234,元油2X群益78購01,
73239,元大金群益78購01,
07323P,聯發科元大7A售01,
73240,TPK群益78購03,
73246,T50反1元大78購02,
73247,T50反1元大7A購01,
07324P,臺股指元大7A售09,
73258,TPK元大78購01,
07325P,國巨兆豐7A售01,
07326P,南亞科兆豐7A售01,
73272,長榮富邦78購01,
73273,大立光富邦7A購02,
73274,友達永昌78購01,
73275,友達永昌78購02,
73276,南亞科中信78購01,
73277,友達中信7A購01,
73279,京鼎台新7A購01,
07327P,聯發科兆豐7A售03,
73280,GIS台新78購03,
07328P,智原統一7A售01,
07329P,上銀富邦7A售04,
73301,元石油統一7A購02,
73309,東陽麥證78購01,
07330P,國巨富邦7B售02,
73310,榮成麥證78購01,
73311,大成鋼麥證78購01,
73312,為升麥證78購01,
73313,台達電麥證78購01,
73314,鴻海麥證78購02,
73315,華邦電麥證7A購01,
73316,智邦麥證7A購01,
73317,佳世達麥證78購01,
73318,宏碁麥證78購02,
73319,宏碁麥證7A購01,
07331P,大同富邦7B售02,
73320,廣達麥證78購02,
73321,台光電麥證78購01,
73323,神基麥證78購01,
73324,鎧勝麥證7A購01,
73325,祥碩麥證78購01,
73326,彩晶麥證78購01,
73327,樺漢麥證78購01,
73328,康友麥證78購01,
07332P,上銀台新7C售01,
73332,T50反1國泰7B購01,
73339,GIS中信7C購01,
07333P,旺宏台新7B售01,
73341,華邦電台新79購02,
73342,大同台新79購01,
73343,台灣50永豐79購01,
07334P,上証2X群益7B售05,
73355,TPK群益79購01,
07335P,上銀永豐7A售03,
73362,元油2X元大7B購01,
73363,卜蜂元大79購01,
07336P,國巨永豐7A售03,
07337P,上銀元大7A售07,
73387,CFA50統一7A購01,
73388,FBVIX統一79購01,
07338P,台積電元大7A售06,
73390,華通統一7B購01,
73393,技嘉統一79購01,
73395,微星統一79購01,
73397,GIS統一79購02,
73399,國喬麥證79購01,
07339P,晶電元大7A售02,
73401,日月光麥證7A購01,
73402,華通麥證7A購01,
73404,技嘉麥證7A購01,
73405,微星麥證79購01,
73407,南亞科麥證7A購01,
07340P,宏達電元大7A售01,
73410,聯發科麥證7A購01,
73411,可成麥證7A購01,
73412,華新科麥證7A購01,
73417,中租麥證7A購01,
73418,樺漢麥證7A購01,
73419,上銀兆豐79購01,
07341P,智原元大7A售01,
73420,新唐兆豐79購01,
73422,國巨兆豐79購01,
73427,日股2X群益7A購01,
07342P,群創元大7A售03,
73433,台積電群益79購01,
73434,義隆群益79購01,
07343P,華擎元大7A售01,
73440,FB臺反元大7A購01,
07344P,上銀元富7A售02,
73451,臺股指元大7A購04,
73456,瑞昱凱基79購01,
07345P,宏盛康和7A售03,
73466,可成凱基79購01,
07346P,臺股指日盛7A售01,
73472,華新科中信79購01,
73473,欣興中信79購01,
73474,臺股指中信7A購04,
73476,技嘉台新79購02,
73477,欣興台新79購01,
73478,欣興台新79購02,
07347P,為升永豐7A售01,
73484,美指2X統一7A購01,
07348P,國泰金台新7B售01,
73497,新唐國泰79購01,
73498,新唐國泰7B購01,
07349P,永冠統一7A售02,
73501,國巨富邦79購01,
73502,TPK富邦7A購01,
73503,南亞科永昌79購01,
73504,群創永昌7A購01,
73506,大同中信79購01,
73507,宏盛中信79購01,
73508,GIS中信7C購02,
07350P,上銀統一7A售03,
07351P,旺宏統一7A售03,
73529,台勝科日盛7A購01,
07352P,微星統一7A售03,
73533,台積電兆豐79購02,
73535,友達兆豐79購01,
73536,美律兆豐79購01,
73538,奇鋐兆豐79購01,
07353P,華新科統一7A售03,
07354P,台積電玉山7A售02,
07355P,潤泰全富邦7A售02,
73560,TPK元大79購01,
73561,乙盛元大79購01,
73564,美指2X群益79購01,
73565,元日2X群益79購01,
73566,元金2X群益79購01,
73569,臻鼎群益79購01,
07356P,CFA50群益7B售03,
07357P,滬深2X群益7B售03,
73583,鴻海統一79購04,
73585,可成統一79購01,
07358P,臺股指兆豐7A售02,
73594,國巨國泰79購01,
73595,智邦國泰79購01,
73596,聯發科國泰79購01,
73598,東陽富邦79購01,
73599,東聯富邦79購01,
07359P,臺股指兆豐7A售03,
73601,聯電富邦79購01,
73604,潤泰全富邦79購01,
73605,GIS富邦79購01,
73606,台泥麥證79購01,
73607,卜蜂麥證79購01,
73608,統一麥證79購01,
73609,台塑麥證79購01,
07360P,臺股指兆豐7A售04,
73610,華夏麥證79購01,
73611,力麗麥證79購01,
73612,中鋼麥證79購01,
73613,宏盛麥證79購01,
73615,神基麥證7A購01,
07361P,強茂統一7A售01,
07362P,宏達電統一7A售03,
73636,台積電元大7A購01,
07363P,臺股指統一7A售01,
73641,電子類元大82購02,
73643,美指2X群益79購03,
73645,SP黃豆群益7A購01,
73646,智邦群益79購01,
07364P,臺股指統一7A售02,
73651,富邦金群益79購01,
73652,禾伸堂群益79購01,
07365P,華通元大7A售02,
73661,鴻海麥證7A購01,
73664,聯發科麥證7A購02,
73666,聯鈞麥證79購01,
73668,致伸麥證79購01,
73669,達運麥證79購01,
07366P,旺宏元大7A售10,
73671,盛群麥證79購01,
73672,矽格麥證79購01,
73673,力麗中信7A購01,
73674,億光中信7B購01,
73675,FBVIX台新7C購01,
73676,台光電台新79購01,
73677,康友台新79購01,
07367P,微星元大7A售03,
07368P,南亞科元大7A售01,
73695,GIS兆豐79購01,
73696,CFA50國泰79購01,
73698,FH滬深富邦79購01,
73699,深100富邦7B購01,
07369P,聯發科元大7A售05,
73700,深中小富邦7A購01,
73702,宏達電富邦79購01,
73704,CFA50統一7A購02,
73709,深中小元富79購01,
07370P,臺股指富邦7A售04,
73712,旺宏元富7B購01,
07371P,臺股指富邦7A售05,
07372P,臺股指富邦7A售06,
73731,和大兆豐79購01,
73733,聯電永昌7A購01,
73734,台積電永昌7A購03,
73735,宏碁永昌7A購01,
73739,臺股指中信7A購05,
07373P,為升凱基7A售04,
07374P,臺股指凱基7A售03,
07375P,臺股指凱基7A售04,
07376P,臺股指凱基7A售05,
73772,玉晶光元大79購01,
73775,SP低波群益79購01,
73777,鴻海群益81購01,
07377P,臺股指凱基7A售06,
73780,康友群益79購01,
73782,元油2X統一7A購01,
73783,上銀統一7B購01,
07378P,臺股指元富7A售04,
73793,亞德客麥證79購01,
73794,東聯麥證7A購01,
73795,中橡麥證79購01,
73796,國巨麥證7A購01,
73797,順德麥證79購01,
73798,英業達麥證7A購01,
73799,瑞昱麥證7A購01,
07379P,臺股指元富7A售05,
73800,國泰金麥證7A購01,
73801,開發金麥證79購01,
73802,玉山金麥證79購01,
73803,兆豐金麥證79購01,
73804,永豐金麥證79購01,
73805,中信金麥證79購01,
73806,禾伸堂麥證79購01,
73807,和碩麥證7A購01,
73808,彩晶麥證7A購01,
73809,台虹麥證79購01,
07380P,臺股指元富7A售06,
73810,南茂麥證7A購01,
73813,和大兆豐79購02,
07381P,臺股指永昌7A售01,
73827,晶豪科元大79購01,
07382P,臺股指永昌7A售02,
07383P,滬深2X群益7C售03,
73842,A50正2國泰79購01,
73846,臺股指凱基79購02,
73847,臺股指凱基79購03,
73849,日月光中信79購01,
07384P,國巨中信7B售04,
73850,國巨中信79購01,
73854,緯創台新79購01,
07385P,強茂永豐7A售04,
73865,南茂第一78購01,
73866,滬深2X日盛78購01,
73867,宏達電日盛78購01,
73868,TPK統一79購01,
73869,台積電元富78購03,
07386P,華新科永豐7A售02,
73870,美律康和78購01,
73871,可成康和78購02,
73872,新唐康和78購01,
73873,元油2X群益7B購01,
73874,為升群益78購01,
73875,聯發科群益78購03,
73876,宏達電群益78購02,
73877,滬深2X中信7A購01,
73878,景碩中信79購01,
73879,聯發科台新79購01,
07387P,為升元富7A售01,
73880,為升永豐78購01,
73881,順德永豐78購01,
73882,聯發科永豐78購01,
73883,可成永豐78購03,
73884,中工永豐78購01,
73885,聯鈞永豐78購01,
73886,敦泰永豐78購01,
73887,TPK永豐78購01,
73888,麗豐永豐78購01,
73889,GIS永豐78購01,
07388P,南亞科元富7A售02,
73890,凌巨永豐78購02,
73891,中砂元大78購01,
73892,中纖元大78購01,
73893,廣宇元大78購01,
73894,友達元大78購04,
73895,友達元大78購05,
73896,友達元大78購06,
73897,聯發科元大78購05,
73898,義隆元大78購01,
73899,華新科元大78購03,
07389P,友達元富7A售02,
73900,華新科元大78購04,
73901,智原元大78購01,
73902,華晶科元大78購01,
73903,華晶科元大78購02,
73904,京鼎元大78購04,
73905,隆達元大78購01,
73906,敦南元大78購01,
73907,達運元大78購01,
73908,台虹元大78購01,
73909,台虹元大78購02,
07390P,華新科元富7A售02,
73910,臺股指元大79購06,
73911,臺股指元大79購08,
73912,寶滬深凱基78購01,
73913,FB上証凱基78購01,
73914,元上證凱基78購01,
73915,FH滬深凱基78購01,
73916,CFA50凱基78購01,
73917,深100凱基78購01,
73918,深中小凱基78購01,
73919,台塑凱基78購01,
07391P,國巨康和7A售01,
73920,葡萄王凱基78購01,
73921,新光鋼凱基78購01,
73922,新光鋼凱基78購02,
73923,上銀凱基78購01,
73924,華邦電凱基79購01,
73925,美律凱基78購03,
73926,奇力新凱基78購01,
73927,景碩凱基78購01,
73928,聯鈞凱基78購02,
73929,嘉澤凱基78購01,
07392P,晶豪科康和7A售01,
73930,嘉澤凱基78購02,
73931,麗豐凱基78購01,
73932,鎧勝凱基79購01,
73933,南亞麥證78購02,
73934,南亞麥證7A購01,
73935,中石化麥證78購01,
73936,榮成麥證78購02,
73937,台達電麥證7A購01,
73938,鴻海麥證79購03,
73939,台積電麥證7A購01,
07393P,國巨富邦7B售05,
73940,華邦電麥證79購01,
73941,宏碁麥證79購01,
73942,微星麥證7A購02,
73943,南亞科麥證78購02,
73944,友達麥證7A購01,
73945,聯發科麥證79購01,
73946,宏達電麥證79購01,
73947,新光金麥證79購01,
73948,亞光麥證7A購01,
73949,京鼎麥證78購01,
07394P,全新元大7A售02,
73950,群創麥證79購01,
73951,中磊麥證79購01,
73952,華通國泰78購05,
73953,美律國泰78購02,
73954,可成國泰7A購01,
73955,南亞富邦78購01,
73956,華新富邦78購01,
73957,鴻海富邦7A購02,
73958,鴻海富邦7A購03,
73959,國巨富邦78購02,
07395P,強茂元大7A售04,
73960,華邦電富邦78購01,
73961,致茂富邦79購01,
73962,台光電富邦78購01,
73963,南亞科富邦78購03,
73964,京元電富邦78購01,
73965,聯發科富邦7A購01,
73966,奇力新富邦7A購01,
73967,欣興富邦78購01,
73968,鎧勝富邦78購01,
73969,麗豐兆豐79購01,
07396P,華新科元大7A售08,
73970,鴻海凱基78購01,
73971,鴻海凱基78購02,
73972,南茂凱基78購01,
73973,滬深2X日盛78購02,
73974,統一日盛78購01,
73975,中鋼日盛78購01,
73976,聯電日盛78購01,
73977,日月光日盛78購01,
73978,致茂日盛78購01,
73979,臺指反元大78購01,
07397P,玉晶光元大7A售01,
73980,台泥元大78購01,
73981,集盛元大78購01,
73982,和大元大78購02,
73983,華新元大78購01,
73984,華新元大78購02,
73985,東聯元大78購01,
73986,台玻元大78購01,
73987,華邦電元大78購04,
73988,南亞科元大78購02,
73989,聯發科元大78購06,
07398P,玉晶光元大7A售02,
73990,可成元大78購05,
73991,信邦元大78購01,
73992,景碩元大78購01,
73993,明泰元大78購02,
73994,健策元大78購01,
73995,奇美材元大78購01,
73996,祥碩元大78購01,
73997,祥碩元大78購02,
73998,瀚宇博元大78購01,
73999,亞翔元大78購01,
07399P,金融類元大7A售01,
74000,華東元大78購01,
74001,聯電麥證7A購02,
74002,日月光麥證79購01,
74003,國巨麥證78購02,
74004,中壽麥證79購01,
74005,元大金麥證79購01,
74006,彩晶麥證7A購02,
74007,儒鴻群益78購01,
74008,華邦電群益78購04,
74009,長榮群益78購03,
07400P,燿華凱基7A售03,
74010,潤泰全群益78購01,
74011,亞光群益78購04,
74012,達運群益78購01,
74013,樺漢群益78購02,
74014,GIS永昌79購01,
74015,GIS永昌79購02,
74016,臺股指中信7A購06,
74017,玉晶光永豐78購01,
74018,T50反1統一79購02,
74019,滬深2X統一79購02,
07401P,華新科凱基7A售03,
74020,儒鴻統一78購01,
74021,儒鴻統一79購01,
74022,鴻海統一7A購01,
74023,國巨統一78購02,
74024,華邦電統一79購02,
74025,華邦電統一79購03,
74026,聯發科統一79購01,
74027,華新科統一78購02,
74028,國泰金統一78購02,
74029,亞光統一78購04,
07402P,上証2X群益7B售07,
74030,CFA50元富78購01,
74031,鴻海元富78購01,
74032,華邦電元富78購01,
74033,彩晶康和78購01,
74034,華新科國泰78購01,
74035,TPK國泰78購02,
74036,達運國泰78購01,
74037,訊芯國泰78購01,
74038,台虹國泰78購01,
74039,T50反1富邦7A購01,
07403P,台積電元大7A售07,
74040,T50反1富邦7B購02,
74041,京鼎富邦79購02,
74042,綠悅第一78購01,
74043,奇力新兆豐78購02,
74044,玉晶光兆豐79購01,
74045,聯電國票78購01,
74046,華邦電國票78購01,
74047,新光金國票78購01,
74048,中信金國票78購01,
74049,亞光國票78購01,
07404P,技嘉元大7A售02,
74050,奇力新日盛78購01,
74051,玉晶光日盛78購01,
74052,滬深2X康和78購01,
74053,華邦電康和78購05,
74054,新唐康和78購02,
74055,A50正2元富78購01,
74056,晶電元富78購01,
74057,A50正2統一7A購01,
74058,國巨統一78購03,
74059,台積電統一7A購02,
07405P,可成元大7B售01,
74060,宏碁統一78購02,
74061,技嘉統一78購03,
74062,亞光統一79購01,
74063,臺股指統一7B購01,
74064,滬深2X凱基78購04,
74065,國巨凱基78購02,
74066,滬深2X中信7B購01,
74067,鴻海中信78購01,
74068,鴻海中信78購02,
74069,鴻準中信78購01,
07406P,華新科元大7A售10,
74070,可成中信78購01,
74071,GIS中信7B購01,
74072,國泰金台新79購01,
74073,台郡台新79購01,
74074,A50正2永豐78購02,
74075,台積電永豐78購02,
74076,義隆永豐78購01,
74077,材料永豐78購01,
74078,鎧勝永豐78購01,
74079,瀚宇博永豐78購01,
07407P,聯鈞元大7A售02,
74080,訊芯永豐78購01,
74081,臺股指永豐78購02,
74082,FB上証群益78購01,
74083,CFA50群益78購01,
74084,滬深2X群益82購01,
74085,A50正2群益82購01,
74086,上銀群益79購01,
74087,可成群益78購05,
74088,A50正2國泰79購02,
74089,國巨國泰79購02,
07408P,群創元大7A售04,
74090,玉晶光國泰79購02,
74091,京鼎國泰78購03,
74092,美律富邦7A購02,
74093,臺股指富邦7B購01,
74094,臺股指富邦7B購02,
74095,臺股指富邦7B購03,
74096,臺股指富邦7B購04,
74097,T50反1元大78購04,
74098,T50反1元大78購05,
74099,滬深2X元大7A購01,
07409P,嘉聯益元大7A售03,
74100,A50正2元大7A購01,
74101,國喬元大78購01,
74102,和大元大78購03,
74103,東聯元大78購02,
74104,為升元大78購01,
74105,台積電元大78購11,
74106,台積電元大78購12,
74107,台積電元大78購13,
74108,台積電元大78購14,
74109,台積電元大79購01,
07410P,友達中信7A售02,
74110,智邦元大78購02,
74111,智邦元大78購03,
74112,台光電元大78購01,
74113,聯發科元大78購08,
74114,聯發科元大78購09,
74115,華新科元大78購05,
74116,欣興元大78購04,
74117,欣興元大78購05,
74118,緯創元大78購02,
74119,玉晶光元大78購03,
07411P,美律中信7C售01,
74120,群創元大7B購01,
74121,GIS元大78購07,
74122,捷敏元大78購01,
74123,儒鴻麥證79購01,
74124,鴻海麥證7A購02,
74125,國巨麥證79購01,
74126,台積電麥證7A購02,
74127,聯發科麥證7A購03,
74128,台勝科麥證79購01,
74129,臺股指麥證78購02,
07412P,華新科中信7A售02,
74130,臺股指麥證78購03,
74131,景碩兆豐78購02,
74132,玉晶光兆豐79購02,
74133,為升第一78購01,
74134,祥碩第一78購01,
74135,聯茂第一78購01,
74136,T50反1中信7A購02,
74137,T50反1中信7B購03,
74138,上証2X中信7C購01,
74139,中鋼中信78購01,
07413P,臺股指中信7A售14,
74140,廣宇中信78購01,
74141,臺股指中信7A購08,
74142,鴻海台新79購02,
74143,景碩台新79購01,
74144,台灣50永豐78購03,
74145,綠悅永豐78購01,
74146,華通永豐78購01,
74147,國巨永豐78購03,
74148,億光永豐78購01,
74149,美律永豐78購01,
07414P,臺股指中信7A售15,
74150,力達永豐78購01,
74151,乙盛永豐78購01,
74152,元上證群益7B購01,
74153,滬深2X群益7A購01,
74154,深中小群益7B購01,
74155,A50正2群益7A購01,
74156,儒鴻群益78購02,
74157,上銀群益79購02,
74158,聯發科群益78購05,
74159,奇力新群益79購01,
07415P,國巨統一7A售09,
74160,台苯日盛78購01,
74161,A50正2統一79購01,
74162,元油2X統一7A購02,
74163,華新科統一79購01,
74164,宏達電統一79購01,
74165,GIS統一79購03,
74166,T50正2元富7A購01,
74167,臺股指康和7A購02,
74168,臺股指康和7A購03,
74169,臺股指康和7A購04,
07416P,上証2X元富7A售04,
74170,臺股指康和7A購05,
74171,台灣50凱基78購01,
74172,T50反1凱基78購01,
74173,T50反1凱基78購02,
74174,T50反1凱基78購03,
74175,T50反1凱基78購04,
74176,滬深2X凱基78購05,
74177,華邦電凱基78購02,
74178,寶滬深元大78購01,
74179,寶滬深元大79購01,
07417P,台光電元富7A售02,
74180,FB上証元大78購02,
74181,FB上証元大78購03,
74182,元上證元大78購02,
74183,元上證元大78購03,
74184,CFA50元大78購01,
74185,深100元大79購01,
74186,深100元大7A購01,
74187,深中小元大78購02,
74188,A50正2元大79購02,
74189,道瓊反元大7B購01,
07418P,全新元富7A售03,
74190,廣華元大78購01,
74191,儒鴻元大78購01,
74192,新光鋼元大78購01,
74193,凌陽元大78購03,
74194,瑞軒元大78購01,
74195,新光金元大7A購01,
74196,智原元大79購01,
74197,力達元大78購01,
74198,達運元大78購02,
74199,南茂元大78購01,
07419P,友達麥證7A售02,
74200,玉晶光玉山7A購01,
74201,臺指反富邦7C購01,
74202,FB臺反富邦7C購01,
74203,亞德客富邦78購01,
74204,國巨富邦79購02,
74205,國巨富邦7A購01,
74206,南亞科富邦79購03,
74207,可成富邦78購04,
74208,中石化國票78購01,
74209,美律國票78購01,
07420P,台勝科麥證7A售02,
74210,國泰金國票78購01,
74211,緯創國票78購01,
74212,玉晶光國票78購01,
74213,康友國票78購01,
74214,滬深2X第一78購02,
74215,廣達第一78購01,
74216,智原第一78購01,
74217,新日興第一78購01,
74218,滬深2X凱基78購06,
74219,康控凱基78購01,
07421P,TPK中信7A售03,
74220,康控凱基78購02,
74221,康控凱基78購03,
74222,臺股指凱基79購04,
74223,T50反1日盛79購01,
74224,中纖日盛78購01,
74225,光寶科日盛78購01,
74226,華通日盛78購02,
74227,鴻海日盛78購02,
74228,華邦電日盛78購02,
74229,微星日盛78購01,
07422P,友達凱基7A售02,
74230,南亞科日盛78購01,
74231,京元電日盛78購01,
74232,可成日盛78購01,
74233,宏達電日盛78購02,
74234,中壽日盛78購01,
74235,明泰日盛78購02,
74236,群創日盛78購01,
74237,臻鼎日盛78購01,
74238,滬深2X中信7A購02,
74239,聯茂中信78購01,
07423P,群創凱基7A售03,
74240,元黃金群益7C購01,
74241,滬深2X群益82購02,
74242,S&P反1群益7C購01,
74243,力山群益78購01,
74244,力山群益78購02,
74245,上銀群益79購03,
74246,聯發科群益78購06,
74247,華新科群益78購01,
74248,國泰金群益78購01,
74249,新光金群益78購01,
07424P,技嘉日盛7A售01,
74250,隆達群益79購01,
74251,新唐群益78購02,
74252,康控群益78購01,
74253,康控群益78購02,
74254,康控群益78購03,
74255,儒鴻麥證7A購01,
74256,為升麥證79購01,
74257,致茂麥證79購01,
74258,微星麥證78購02,
74259,瑞昱麥證7A購02,
07425P,上銀統一7A售04,
74260,台光電麥證79購01,
74261,南亞科麥證79購01,
74262,可成麥證78購02,
74263,可成麥證7A購02,
74264,華新科麥證79購01,
74265,王品麥證78購01,
74266,亞光麥證79購01,
74267,臻鼎麥證79購01,
74268,中租麥證79購01,
74269,樺漢麥證7A購02,
07426P,台積電統一7B售04,
74270,康友麥證79購01,
74271,日友麥證78購01,
74272,華夏兆豐78購01,
74273,大成鋼兆豐78購01,
74274,大同兆豐79購01,
74275,台光電兆豐78購01,
74276,美律兆豐78購02,
74277,可成兆豐78購03,
74278,亞光兆豐79購01,
74279,欣興兆豐78購01,
07427P,上証2X元富7A售05,
74280,台勝科兆豐78購02,
74281,康控兆豐79購01,
74282,康控兆豐79購02,
74283,臻鼎兆豐78購02,
74284,盛群兆豐78購01,
74285,滬深2X元大79購01,
74286,元石油元大79購01,
74287,力山元大78購01,
74288,力山元大78購02,
74289,亞德客元大78購03,
07428P,創意元富7A售02,
74290,華邦電元大78購05,
74291,南亞科元大78購03,
74292,義隆元大78購02,
74293,中工元大78購01,
74294,永豐金元大7A購01,
74295,大立光元大78購08,
74296,大立光元大78購10,
74297,大立光元大78購11,
74298,大立光元大78購12,
74299,智原元大78購04,
07429P,全新康和7A售01,
74300,玉晶光元大79購02,
74301,京鼎元大7A購01,
74302,新唐元大78購02,
74303,康控元大78購01,
74304,康控元大78購02,
74305,康控元大79購01,
74306,台灣50台新79購01,
74307,台積電台新7A購02,
74308,微星台新78購03,
74309,玉晶光台新79購01,
07430P,華新科康和7A售01,
74310,上証2X永豐78購01,
74311,滬深2X永豐78購02,
74312,A50正2永豐78購03,
74313,力山永豐78購01,
74314,力山永豐78購02,
74315,奇力新永豐78購02,
74316,奇鋐永豐78購01,
74317,禾伸堂永豐78購01,
74318,智原永豐78購02,
74319,景碩永豐78購01,
07431P,嘉聯益康和7A售01,
74320,新日興永豐78購01,
74321,玉晶光永豐78購02,
74322,京鼎永豐78購02,
74323,貿聯永豐78購01,
74324,新唐永豐78購01,
74325,康控永豐78購01,
74326,康控永豐78購02,
74327,聯茂永豐78購02,
74328,GIS永豐78購02,
74329,康控玉山7A購01,
07432P,聯發科元大7A售07,
74330,康控玉山7C購01,
74331,台灣50富邦78購01,
74332,滬深2X富邦78購02,
74333,景碩富邦78購01,
74334,玉晶光富邦7C購01,
74335,群創富邦79購01,
74336,康控富邦7C購01,
74337,GIS富邦78購01,
74338,元黃金統一7A購01,
74339,滬深2X統一79購03,
07433P,聯發科元大7A售08,
74340,S&P反1統一78購03,
74341,致茂統一7A購01,
74342,大立光統一78購03,
74343,康控統一78購01,
74344,GIS統一79購04,
74345,滬深2X元富7B購02,
74346,滬深2X康和78購02,
74347,新光金康和78購01,
74348,國巨兆豐78購02,
74349,鴻準兆豐78購01,
07434P,TPK元大7A售05,
74350,技嘉兆豐78購02,
74351,南亞科兆豐78購03,
74352,友達兆豐78購02,
74353,華新科兆豐78購02,
74354,國泰金兆豐78購01,
74355,中租兆豐78購01,
74356,T50反1第一82購01,
74357,日月光第一82購01,
74358,台光電第一78購01,
74359,玉晶光第一78購01,
07435P,訊芯元大7A售04,
74360,寶滬深群益78購01,
74361,FB上証群益78購02,
74362,元上證群益79購01,
74363,深100群益79購01,
74364,深中小群益79購01,
74365,中石化群益78購04,
74366,和大群益78購04,
74367,友達群益78購01,
74368,臻鼎群益78購02,
74369,樺漢群益78購03,
07436P,大亞永豐7A售03,
74370,CFA50永豐78購01,
74371,大立光永豐78購02,
74372,文曄永豐78購01,
74373,創意永豐78購01,
74374,康普永豐78購02,
74375,祥碩永豐78購01,
74376,樺漢永豐78購02,
74377,儒鴻凱基78購01,
74378,旺宏凱基79購04,
74379,智邦凱基78購01,
07437P,奇力新永豐7A售02,
74380,致茂凱基78購01,
74381,微星凱基78購02,
74382,華新科凱基78購01,
74383,中工凱基78購01,
74384,宏盛凱基78購01,
74385,長榮凱基78購01,
74386,華晶科凱基78購02,
74387,康控凱基78購04,
74388,東聯台新79購02,
74389,華邦電台新79購03,
07438P,亞光永豐7A售02,
74390,新唐台新79購01,
74391,聯茂台新79購01,
74392,台灣50中信7C購04,
74393,新日興中信79購01,
74394,滬深2X元大7B購01,
74395,儒鴻元大78購02,
74396,為升元大78購02,
74397,智邦元大78購04,
74398,潤泰全元大78購02,
74399,大立光元大79購02,
07439P,創意永豐7A售02,
74400,大立光元大79購03,
74401,玉晶光元大78購04,
74402,嘉澤元大78購05,
74403,聯茂元大78購02,
74404,台郡元大78購03,
74405,臺股指元大79購12,
74406,臺股指元大79購13,
74407,臺股指元大79購14,
74408,滬深2X富邦78購03,
74409,廣宇富邦78購01,
07440P,宏碁兆豐7A售01,
74410,台光電富邦78購02,
74411,創意富邦78購02,
74412,台勝科富邦78購01,
74413,FB上証統一79購02,
74414,CFA50統一79購02,
74415,滬深2X統一7A購01,
74416,微星統一78購04,
74417,可成統一78購02,
74418,宏盛統一78購02,
74419,創意統一78購01,
07441P,鴻海富邦7A售06,
74420,臻鼎統一79購01,
74421,日友統一78購01,
74422,滬深2X元富78購01,
74423,和大元富78購01,
74424,晶電元富78購02,
74425,義隆元富78購02,
74426,宏盛元富78購01,
74427,文曄元富78購01,
74428,玉晶光元富78購03,
74429,麗豐元富78購01,
07442P,鴻海富邦7A售07,
74430,康控元富78購01,
74431,聯茂元富78購02,
74432,T50反1康和7B購02,
74433,大同康和78購04,
74434,康控國票78購01,
74435,亞光第一78購01,
74436,新唐第一78購01,
74437,上証2X群益7A購01,
74438,為升群益78購02,
74439,聯電群益7A購01,
07443P,微星富邦7A售02,
74440,華通群益78購01,
74441,國巨群益7A購01,
74442,國巨群益7A購02,
74443,致茂群益78購01,
74444,大同群益78購05,
74445,新光金群益78購02,
74446,大立光群益78購07,
